#Position (bp)	insert size
8.041825355E8	1367.616847710782
8.124305615E8	388.72238920841613
8.206785875E8	445.2858487839121
8.289266135E8	196.51468031227756
8.371746395E8	196.8716530011892
8.454226655E8	553.0547706780322
8.536706915E8	194.9613129641488
8.619187175E8	195.24671801487327
8.69333434E8	196.72582017292848
8.72724992E8	191.57682291666666
8.72931433E8	219.1527821439799
8.731340445E8	197.82951482479785
8.73326804E8	197.5669149176258
8.73441596E8	184.17352185089973
8.73480431E8	189.17391304347825
8.735866135E8	191.69298245614036
8.73694888E8	191.00641025641025
8.74003757E8	0.0
8.784147695E8	0.0
8.866627955E8	157.80612244897958
8.949108215E8	409.9531473927902
9.031588475E8	195.48632548063904
9.114068735E8	461.29223704008666
9.196548995E8	198.11139647486806
9.279029255E8	283.7049841562817
9.361509515E8	335.96426873405073
9.443989775E8	196.12199223190603
9.526470035E8	196.41097251540543
9.608950295E8	197.25600675520073
9.691430555E8	193.7003305222738
9.744875075E8	196.78019113814074
9.759320705E8	196.7732383808096
9.788356445E8	194.5678496974113
9.856391075E8	1750.7385813937185
9.938871335E8	1052.2253894457192
1.0021351595E9	196.08055594057535
1.0103831855E9	1345.662466548309
1.0186312115E9	193.48244164428837
1.0268792375E9	195.35173047217467
1.0351272635E9	196.0110763955469
1.0433752895E9	206.13291514212423
1.0516233155E9	195.99116658366535
1.0598713415E9	194.41167316708032
1.065244947E9	194.49046880280176
1.067430919E9	192.24539498083817
1.0703053395E9	4033.460460137427
1.0763673935E9	196.29289976801078
1.0846154195E9	284.2468424424702
1.0928634455E9	393.67105312418107
1.1011114715E9	229.87099050048815
1.1093594975E9	217.090027514495
1.1176075235E9	196.12589062626716
1.1258555495E9	195.9594591332809
1.1341035755E9	196.75035818438622
1.1423516015E9	195.55758520386382
1.149050177E9	194.70979035103073
1.151717535E9	197.05865102639297
1.15195075E9	134.295978905735
1.152147445E9	163.8732394366197
1.1534636805E9	195.10020971124374
1.1588476535E9	948.7478655499391
1.1670956795E9	195.2029864845226
1.1753437055E9	195.8026199091812
1.1835917315E9	195.57316748294022
1.1918397575E9	192.46240031053708
1.2000877835E9	195.46765789699202
1.2083358095E9	195.4012248760047
1.2165838355E9	194.2350566702606
1.2248318615E9	193.21643671450082
1.23076644E9	193.73715755339373
1.234890453E9	357.21787103162893
1.2413279135E9	266.8988046712236
1.2495759395E9	195.46450242587602
1.2578239655E9	201.1382165294891
1.2660719915E9	197.20882514341028
1.2743200175E9	225.7054598139393
1.2825680435E9	207.33599466903598
1.288943339E9	198.24580712978891
1.291282149E9	185.37142857142857
1.2913856925E9	186.6
1.2914655495E9	200.24442240951907
1.2915628205E9	182.23216783216785
1.2916163385E9	177.75
1.2916575315E9	200.9108280254777
1.291766658E9	193.03194888178913
1.291875052E9	197.49932705248992
1.291916283E9	193.05905511811022
1.293438612E9	192.91813224047243
1.2990640955E9	2149.226880800955
1.3073121215E9	2228.3362553310344
1.3155601475E9	1174.7510167992928
1.3238081735E9	57210.54049601365
1.3320561995E9	1017.8236378009855
1.3403042255E9	426.5660756769004
1.3485522515E9	2726.225872863372
1.3568002775E9	996.9085873225462
1.3650483035E9	195.8082297900781
